date,Year,Month,Day,Site,km,Vol,m3km,ws,wd,SeaTemp
1/1/2018,2018,1,1,A,2.2,0,0,2.94,209.46,26.08
2/1/2018,2018,1,2,A,2.2,0,0,4.02,211.99,24.99
3/1/2018,2018,1,3,A,2.2,0,0,2.26,315.16,24.35
4/1/2018,2018,1,4,A,2.2,0,0,2.62,298.51,24.16
5/1/2018,2018,1,5,A,2.2,0,0,3.43,222,23.35
6/1/2018,2018,1,6,A,2.2,0,0,5.71,138.44,23.38
7/1/2018,2018,1,7,A,2.2,0,0,8.03,111.88,24.44
8/1/2018,2018,1,8,A,2.2,0,0,5.17,118.87,25.72
9/1/2018,2018,1,9,A,2.2,0,0,2.45,212.77,26.23
10/1/2018,2018,1,10,A,2.2,0,0,2.96,203.17,26.12
11/1/2018,2018,1,11,A,2.2,0,0,6.12,144.42,25.98
12/1/2018,2018,1,12,A,2.2,0,0,3.38,280.76,26.27
13/01/2018,2018,1,13,A,2.2,0,0,2.64,299.9,24.94
14/01/2018,2018,1,14,A,2.2,0,0,3.93,232.45,23.71
15/01/2018,2018,1,15,A,2.2,0,0,3.78,222.68,22.71
16/01/2018,2018,1,16,A,2.2,0,0,4.46,192.62,22.94
17/01/2018,2018,1,17,A,2.2,0,0,3.52,250.7,24.29
18/01/2018,2018,1,18,A,2.2,0,0,6.95,75.37,24.03
19/01/2018,2018,1,19,A,2.2,0,0,7.22,59.38,23.26
20/01/2018,2018,1,20,A,2.2,0,0,6.86,81.24,24.57
21/01/2018,2018,1,21,A,2.2,0,0,7.48,90.78,25.36
22/01/2018,2018,1,22,A,2.2,0,0,5.94,124.44,26.09
23/01/2018,2018,1,23,A,2.2,0,0,4.1,104.24,26.42
24/01/2018,2018,1,24,A,2.2,0,0,6.57,100.02,26.32
25/01/2018,2018,1,25,A,2.2,0,0,9.75,56.32,25.43
26/01/2018,2018,1,26,A,2.2,0,0,9.74,82.4,25.35
27/01/2018,2018,1,27,A,2.2,0,0,9.36,100.59,25.79
28/01/2018,2018,1,28,A,2.2,166,75.45,3.92,194.97,26.1
29/01/2018,2018,1,29,A,2.2,0,0,3.39,200.97,26.16
30/01/2018,2018,1,30,A,2.2,0,0,8.75,44.97,24.97
31/01/2018,2018,1,31,A,2.2,0,0,7.29,59.39,23.52
1/2/2018,2018,2,1,A,2.2,0,0,5.16,93.76,25.19
2/2/2018,2018,2,2,A,2.2,0,0,5.32,97.31,25.91
3/2/2018,2018,2,3,A,2.2,0,0,5.45,130.02,26.06
4/2/2018,2018,2,4,A,2.2,84,38.18,5.05,148.89,26.3
5/2/2018,2018,2,5,A,2.2,56,25.45,4.62,109.52,26.54
6/2/2018,2018,2,6,A,2.2,42,19.09,6.6,98.15,26.46
7/2/2018,2018,2,7,A,2.2,84,38.18,6.85,109.24,26.43
8/2/2018,2018,2,8,A,2.2,74,33.64,6.97,77.9,26.63
9/2/2018,2018,2,9,A,2.2,91,41.36,7.08,89.83,26.38
10/2/2018,2018,2,10,A,2.2,231,105,7.03,123.33,26.6
11/2/2018,2018,2,11,A,2.2,224,101.82,7.79,134.82,26.72
12/2/2018,2018,2,12,A,2.2,294,133.64,7.45,110.58,26.98
13/02/2018,2018,2,13,A,2.2,189,85.91,7.93,82,26.63
14/02/2018,2018,2,14,A,2.2,210,95.45,8.43,88.15,26.41
15/02/2018,2018,2,15,A,2.2,182,82.73,7.23,96.55,26.42
16/02/2018,2018,2,16,A,2.2,182,82.73,6.28,103.41,26.17
17/02/2018,2018,2,17,A,2.2,63,28.64,6.09,102.37,26.51
18/02/2018,2018,2,18,A,2.2,154,70,7.05,95.39,26.45
19/02/2018,2018,2,19,A,2.2,133,60.45,7.56,113.65,26.27
20/02/2018,2018,2,20,A,2.2,147,66.82,9.03,115.53,26.45
21/02/2018,2018,2,21,A,2.2,143,65,8.95,109.04,26.53
22/02/2018,2018,2,22,A,2.2,231,105,7.16,111.95,26.05
23/02/2018,2018,2,23,A,2.2,203,92.27,7.12,100.43,26.36
24/02/2018,2018,2,24,A,2.2,189,85.91,7.27,121.34,26.38
25/02/2018,2018,2,25,A,2.2,110,50,6.42,130.74,26.63
26/02/2018,2018,2,26,A,2.2,101,45.91,5.2,116.37,26.79
27/02/2018,2018,2,27,A,2.2,630,286.36,5.51,85.8,27.18
28/02/2018,2018,2,28,A,2.2,350,159.09,5.64,125.51,27.01
1/3/2018,2018,3,1,A,2.2,427,194.09,6.01,146.21,26.8
2/3/2018,2018,3,2,A,2.2,300,136.36,5.56,116.23,27.21
3/3/2018,2018,3,3,A,2.2,220,100,5.43,76.58,27.33
4/3/2018,2018,3,4,A,2.2,112,50.91,6.32,58.64,26.69
5/3/2018,2018,3,5,A,2.2,58,26.36,4.93,113.28,26.11
6/3/2018,2018,3,6,A,2.2,168,76.36,6.2,152.16,25.8
7/3/2018,2018,3,7,A,2.2,126,57.27,4.25,132.97,26.19
8/3/2018,2018,3,8,A,2.2,287,130.45,5.66,142.92,26.4
9/3/2018,2018,3,9,A,2.2,291,132.27,7.6,85,25.37
10/3/2018,2018,3,10,A,2.2,140,63.64,8.13,149.1,25.99
11/3/2018,2018,3,11,A,2.2,172,78.18,6.79,161.41,26.85
12/3/2018,2018,3,12,A,2.2,266,120.91,5.6,180.51,26.39
13/03/2018,2018,3,13,A,2.2,266,120.91,6.44,120.19,26.42
14/03/2018,2018,3,14,A,2.2,336,152.73,6.44,120.19,26.42
15/03/2018,2018,3,15,A,2.2,168,76.36,6.44,120.19,26.42
16/03/2018,2018,3,16,A,2.2,224,101.82,6.44,120.19,26.42
17/03/2018,2018,3,17,A,2.2,210,95.45,6.44,120.19,26.42
18/03/2018,2018,3,18,A,2.2,189,85.91,6.44,120.19,26.42
19/03/2018,2018,3,19,A,2.2,140,63.64,6.44,120.19,26.42
20/03/2018,2018,3,20,A,2.2,161,73.18,6.44,120.19,26.42
21/03/2018,2018,3,21,A,2.2,560,254.55,6.44,120.19,26.42
22/03/2018,2018,3,22,A,2.2,532,241.82,6.44,120.19,26.42
23/03/2018,2018,3,23,A,2.2,119,54.09,5.83,69.44,25.24
24/03/2018,2018,3,24,A,2.2,161,73.18,6.25,112.18,25.45
25/03/2018,2018,3,25,A,2.2,133,60.45,6.28,126.75,26.18
26/03/2018,2018,3,26,A,2.2,150,68.18,7.34,114.13,26.4
27/03/2018,2018,3,27,A,2.2,185,84.09,8.65,109.88,26.46
28/03/2018,2018,3,28,A,2.2,220,100,8.79,119.55,26.52
29/03/2018,2018,3,29,A,2.2,98,44.55,8.78,142.93,26.79
30/03/2018,2018,3,30,A,2.2,623,283.18,5.87,130.01,27.27
31/03/2018,2018,3,31,A,2.2,644,292.73,4.94,84.13,27.4
1/4/2018,2018,4,1,A,2.2,518,235.45,4.45,166.01,27.89
2/4/2018,2018,4,2,A,2.2,140,63.64,5.51,111.67,27.76
3/4/2018,2018,4,3,A,2.2,147,66.82,7.47,127.37,27.53
4/4/2018,2018,4,4,A,2.2,182,82.73,6.26,114.21,27.61
5/4/2018,2018,4,5,A,2.2,217,98.64,5.65,77.93,28.21
6/4/2018,2018,4,6,A,2.2,259,117.73,5.36,123.92,28.32
7/4/2018,2018,4,7,A,2.2,196,89.09,7.75,159.63,28.03
8/4/2018,2018,4,8,A,2.2,161,73.18,7.76,160.19,28.13
9/4/2018,2018,4,9,A,2.2,329,149.55,8.57,155.98,27.99
10/4/2018,2018,4,10,A,2.2,273,124.09,6.36,138.35,27.91
11/4/2018,2018,4,11,A,2.2,243,110.45,4.92,109.07,28.46
12/4/2018,2018,4,12,A,2.2,189,85.91,5.3,106.93,29.03
13/04/2018,2018,4,13,A,2.2,133,60.45,7.07,130.19,28.69
14/04/2018,2018,4,14,A,2.2,420,190.91,9.02,147.76,28.04
15/04/2018,2018,4,15,A,2.2,252,114.55,6.11,217.61,27.41
16/04/2018,2018,4,16,A,2.2,672,305.45,4.97,213,26.48
17/04/2018,2018,4,17,A,2.2,497,225.91,4.87,152.31,26.19
18/04/2018,2018,4,18,A,2.2,560,254.55,5.46,118.51,26.39
19/04/2018,2018,4,19,A,2.2,639,290.45,5.94,93.82,27.72
20/04/2018,2018,4,20,A,2.2,175,79.55,5.3,106.03,27.84
21/04/2018,2018,4,21,A,2.2,112,50.91,6.02,103.31,28.31
22/04/2018,2018,4,22,A,2.2,217,98.64,5.95,129.31,28.7
23/04/2018,2018,4,23,A,2.2,231,105,5.04,150.29,28.84
24/04/2018,2018,4,24,A,2.2,126,57.27,4.77,161.45,29.1
25/04/2018,2018,4,25,A,2.2,560,254.55,3.89,194.41,29.07
26/04/2018,2018,4,26,A,2.2,280,127.27,3.77,219.5,28.68
27/04/2018,2018,4,27,A,2.2,210,95.45,3.37,198.35,28.31
28/04/2018,2018,4,28,A,2.2,70,31.82,5.61,136.26,28.41
29/04/2018,2018,4,29,A,2.2,119,54.09,6.72,71.64,28.4
30/04/2018,2018,4,30,A,2.2,0,0,5.78,72.83,28.56
1/5/2018,2018,5,1,A,2.2,266,120.91,5.15,104.58,28.84
2/5/2018,2018,5,2,A,2.2,175,79.55,6.33,82.99,29.33
3/5/2018,2018,5,3,A,2.2,224,101.82,6.26,73.29,29.36
4/5/2018,2018,5,4,A,2.2,119,54.09,5.76,101.74,29.3
5/5/2018,2018,5,5,A,2.2,49,22.27,5.72,79.37,28.9
6/5/2018,2018,5,6,A,2.2,216,98.18,4.05,206.88,28.51
7/5/2018,2018,5,7,A,2.2,0,0,4.21,212.13,28.21
8/5/2018,2018,5,8,A,2.2,63,28.64,4.7,175.77,28.29
9/5/2018,2018,5,9,A,2.2,70,31.82,3.63,166.08,28.53
10/5/2018,2018,5,10,A,2.2,175,79.55,4.13,112.17,29.24
11/5/2018,2018,5,11,A,2.2,252,114.55,4.33,131.67,29.68
12/5/2018,2018,5,12,A,2.2,435,197.73,5.34,145,29.51
13/05/2018,2018,5,13,A,2.2,322,146.36,4.62,109.4,28.93
14/05/2018,2018,5,14,A,2.2,147,66.82,3.73,169.79,29.62
15/05/2018,2018,5,15,A,2.2,175,79.55,4.8,183.4,29.55
16/05/2018,2018,5,16,A,2.2,140,63.64,4.8,172.75,29.11
17/05/2018,2018,5,17,A,2.2,0,0,5.36,131.3,28.77
18/05/2018,2018,5,18,A,2.2,504,229.09,5.55,135.21,28.91
19/05/2018,2018,5,19,A,2.2,0,0,6.56,109.5,28.93
20/05/2018,2018,5,20,A,2.2,0,0,5.68,96.08,29.15
21/05/2018,2018,5,21,A,2.2,0,0,6.09,114.59,28.91
22/05/2018,2018,5,22,A,2.2,0,0,7.42,109.9,28.55
23/05/2018,2018,5,23,A,2.2,0,0,7.22,124.89,28.52
24/05/2018,2018,5,24,A,2.2,0,0,9.06,125.97,27.79
25/05/2018,2018,5,25,A,2.2,0,0,7.38,95.86,27.64
26/05/2018,2018,5,26,A,2.2,0,0,2.49,298.12,28.22
27/05/2018,2018,5,27,A,2.2,0,0,3.1,187.61,28.44
28/05/2018,2018,5,28,A,2.2,0,0,3.99,157.72,28.76
29/05/2018,2018,5,29,A,2.2,0,0,6.25,152.32,29.24
30/05/2018,2018,5,30,A,2.2,0,0,8.13,146.73,29.25
31/05/2018,2018,5,31,A,2.2,0,0,8.11,127.46,28.61
1/6/2018,2018,6,1,A,2.2,664,301.82,6.06,109.72,28.72
2/6/2018,2018,6,2,A,2.2,532,241.82,4.02,112.57,29.16
3/6/2018,2018,6,3,A,2.2,448,203.64,4.05,95.47,29.82
4/6/2018,2018,6,4,A,2.2,560,254.55,4.13,98.22,30.04
5/6/2018,2018,6,5,A,2.2,378,171.82,4.31,124.97,30.43
6/6/2018,2018,6,6,A,2.2,442,200.91,5.42,151.48,30.08
7/6/2018,2018,6,7,A,2.2,350,159.09,6.68,129.43,29.68
8/6/2018,2018,6,8,A,2.2,217,98.64,5.69,108.66,29.47
9/6/2018,2018,6,9,A,2.2,210,95.45,5.37,87.08,29.85
10/6/2018,2018,6,10,A,2.2,238,108.18,5.52,90.12,29.88
11/6/2018,2018,6,11,A,2.2,266,120.91,5.64,111.18,29.83
12/6/2018,2018,6,12,A,2.2,714,324.55,5.49,130.57,29.38
13/06/2018,2018,6,13,A,2.2,920,418.18,8.36,114.97,27.93
14/06/2018,2018,6,14,A,2.2,952,432.73,6.76,100.33,27.62
15/06/2018,2018,6,15,A,2.2,1022,464.55,7.81,117.71,27.28
16/06/2018,2018,6,16,A,2.2,756,343.64,9.26,129.32,27.09
17/06/2018,2018,6,17,A,2.2,448,203.64,7.53,131.09,27.34
18/06/2018,2018,6,18,A,2.2,714,324.55,6.4,130.21,28.22
19/06/2018,2018,6,19,A,2.2,1520,690.91,5.62,140.51,28.84
20/06/2018,2018,6,20,A,2.2,1288,585.45,5.96,137.75,29.06
21/06/2018,2018,6,21,A,2.2,1728,785.45,6.23,130.33,29.16
22/06/2018,2018,6,22,A,2.2,1288,585.45,6.21,132.2,29.44
23/06/2018,2018,6,23,A,2.2,1680,763.64,5.95,128.76,29.56
24/06/2018,2018,6,24,A,2.2,742,337.27,6.17,111.89,29.72
25/06/2018,2018,6,25,A,2.2,1850,840.91,5.53,123.08,29.89
26/06/2018,2018,6,26,A,2.2,2184,992.73,5.79,110.01,29.59
27/06/2018,2018,6,27,A,2.2,1990,904.55,5.82,93.6,29.32
28/06/2018,2018,6,28,A,2.2,2058,935.45,4.33,82.51,29.97
29/06/2018,2018,6,29,A,2.2,1596,725.45,3.82,91.74,30.92
30/06/2018,2018,6,30,A,2.2,1120,509.09,4.18,112.13,30.63
1/7/2018,2018,7,1,A,2.2,112,50.91,4.17,121.54,30.22
2/7/2018,2018,7,2,A,2.2,49,22.27,4,92.26,30.67
3/7/2018,2018,7,3,A,2.2,152,69.09,3.94,94.25,31.16
4/7/2018,2018,7,4,A,2.2,280,127.27,4.82,105.34,30.96
5/7/2018,2018,7,5,A,2.2,308,140,5.4,68.62,30.09
6/7/2018,2018,7,6,A,2.2,174,79.09,4.75,134.52,29.3
7/7/2018,2018,7,7,A,2.2,35,15.91,4.63,71.97,29.5
8/7/2018,2018,7,8,A,2.2,112,50.91,5.52,87.24,29.94
9/7/2018,2018,7,9,A,2.2,119,54.09,5.46,60.44,29.46
10/7/2018,2018,7,10,A,2.2,140,63.64,5.3,92.9,29.92
11/7/2018,2018,7,11,A,2.2,0,0,5.23,83.14,30.26
12/7/2018,2018,7,12,A,2.2,0,0,4.75,88.25,29.88
13/07/2018,2018,7,13,A,2.2,0,0,4.87,88.98,30.13
14/07/2018,2018,7,14,A,2.2,0,0,6.12,54.98,30.5
15/07/2018,2018,7,15,A,2.2,427,194.09,4.55,79.19,30.9
16/07/2018,2018,7,16,A,2.2,0,0,3.69,109.36,31.24
17/07/2018,2018,7,17,A,2.2,336,152.73,4.06,94.27,31.35
18/07/2018,2018,7,18,A,2.2,371,168.64,4.43,87.22,31.49
19/07/2018,2018,7,19,A,2.2,259,117.73,3.77,112.19,31.65
20/07/2018,2018,7,20,A,2.2,329,149.55,3.57,107.69,31.55
21/07/2018,2018,7,21,A,2.2,140,63.64,5.11,73.12,31.87
22/07/2018,2018,7,22,A,2.2,168,76.36,3.78,84.88,32.03
23/07/2018,2018,7,23,A,2.2,308,140,2.59,181.21,31.41
24/07/2018,2018,7,24,A,2.2,479,217.73,3.91,201.15,31.19
25/07/2018,2018,7,25,A,2.2,504,229.09,4.85,169.27,31.19
26/07/2018,2018,7,26,A,2.2,686,311.82,4.7,148.42,30.93
27/07/2018,2018,7,27,A,2.2,448,203.64,4.73,94.65,31.57
28/07/2018,2018,7,28,A,2.2,742,337.27,3.4,138.89,31.72
29/07/2018,2018,7,29,A,2.2,539,245,3.01,185.08,31.16
30/07/2018,2018,7,30,A,2.2,238,108.18,4.11,142.66,29.86
31/07/2018,2018,7,31,A,2.2,280,127.27,6.23,125.11,29.34
1/8/2018,2018,8,1,A,2.2,38,17.27,5.82,139.37,28.95
2/8/2018,2018,8,2,A,2.2,133,60.45,4.21,114.98,29.47
3/8/2018,2018,8,3,A,2.2,714,324.55,5.32,96,30.21
4/8/2018,2018,8,4,A,2.2,315,143.18,4.53,118.38,30.37
5/8/2018,2018,8,5,A,2.2,259,117.73,5.56,85.21,30.38
6/8/2018,2018,8,6,A,2.2,322,146.36,5.15,87.84,30
7/8/2018,2018,8,7,A,2.2,385,175,4.92,87.85,30.37
8/8/2018,2018,8,8,A,2.2,259,117.73,5.01,108.9,30.34
9/8/2018,2018,8,9,A,2.2,273,124.09,5.68,96.3,29.77
10/8/2018,2018,8,10,A,2.2,315,143.18,4.97,100.07,30.11
11/8/2018,2018,8,11,A,2.2,56,25.45,4.91,84,30.62
12/8/2018,2018,8,12,A,2.2,126,57.27,5.27,94.98,30.62
13/08/2018,2018,8,13,A,2.2,469,213.18,4.64,105.58,30.35
14/08/2018,2018,8,14,A,2.2,452,205.45,4.83,76.48,30.32
15/08/2018,2018,8,15,A,2.2,413,187.73,5,65.3,30.59
16/08/2018,2018,8,16,A,2.2,154,70,4.5,106.5,30.82
17/08/2018,2018,8,17,A,2.2,392,178.18,5.49,106.95,30.1
18/08/2018,2018,8,18,A,2.2,266,120.91,5.25,73.91,30.3
19/08/2018,2018,8,19,A,2.2,221,100.45,4.53,94.59,30.99
20/08/2018,2018,8,20,A,2.2,574,260.91,5.11,97.72,30.72
21/08/2018,2018,8,21,A,2.2,196,89.09,5.06,81.83,30.72
22/08/2018,2018,8,22,A,2.2,84,38.18,4.84,65.15,30.78
23/08/2018,2018,8,23,A,2.2,168,76.36,3.74,126.33,30.91
24/08/2018,2018,8,24,A,2.2,0,0,3.12,100.83,31.15
25/08/2018,2018,8,25,A,2.2,245,111.36,3.5,143.88,30.93
26/08/2018,2018,8,26,A,2.2,364,165.45,4.31,97.03,30.94
27/08/2018,2018,8,27,A,2.2,336,152.73,5,95.85,30.94
28/08/2018,2018,8,28,A,2.2,671,305,5.48,98.46,30.36
29/08/2018,2018,8,29,A,2.2,434,197.27,4.26,112.7,30.62
30/08/2018,2018,8,30,A,2.2,392,178.18,3.66,104.35,30.62
31/08/2018,2018,8,31,A,2.2,420,190.91,3.09,142.78,30.4
1/9/2018,2018,9,1,A,2.2,210,95.45,4.6,113.76,30.4
2/9/2018,2018,9,2,A,2.2,140,63.64,4.56,105.91,30.47
3/9/2018,2018,9,3,A,2.2,448,203.64,4.89,141.31,30.5
4/9/2018,2018,9,4,A,2.2,322,146.36,5.6,114.35,30.14
5/9/2018,2018,9,5,A,2.2,109,49.55,5.52,76.4,30.51
6/9/2018,2018,9,6,A,2.2,35,15.91,4.85,80.37,30.98
7/9/2018,2018,9,7,A,2.2,49,22.27,2.01,222.72,31.11
8/9/2018,2018,9,8,A,2.2,49,22.27,3.44,199.45,30.34
9/9/2018,2018,9,9,A,2.2,168,76.36,5.24,136.14,29.71
10/9/2018,2018,9,10,A,2.2,532,241.82,8.74,114.14,28.89
11/9/2018,2018,9,11,A,2.2,210,95.45,8.21,133.97,28.34
12/9/2018,2018,9,12,A,2.2,560,254.55,5.4,124.04,27.75
13/09/2018,2018,9,13,A,2.2,448,203.64,4.9,116.03,28.76
14/09/2018,2018,9,14,A,2.2,532,241.82,3.59,106.36,29.71
15/09/2018,2018,9,15,A,2.2,504,229.09,2.6,114.55,30.74
16/09/2018,2018,9,16,A,2.2,308,140,4.23,146.08,30.72
17/09/2018,2018,9,17,A,2.2,434,197.27,4.48,114.98,30.8
18/09/2018,2018,9,18,A,2.2,252,114.55,5.33,102.41,30.96
19/09/2018,2018,9,19,A,2.2,210,95.45,5.3,139.85,30.71
20/09/2018,2018,9,20,A,2.2,560,254.55,6.14,120.19,30.12
21/09/2018,2018,9,21,A,2.2,546,248.18,5.38,93.57,30.65
22/09/2018,2018,9,22,A,2.2,1442,655.45,3.85,125.42,30.54
23/09/2018,2018,9,23,A,2.2,308,140,3.8,125.25,30.36
24/09/2018,2018,9,24,A,2.2,336,152.73,4.56,92.15,30.32
25/09/2018,2018,9,25,A,2.2,238,108.18,5.38,97.62,29.81
26/09/2018,2018,9,26,A,2.2,476,216.36,5.44,81.67,29.55
27/09/2018,2018,9,27,A,2.2,378,171.82,4.46,107.07,29.81
28/09/2018,2018,9,28,A,2.2,308,140,5.13,91.21,30.17
29/09/2018,2018,9,29,A,2.2,182,82.73,5.44,98.73,30.27
30/09/2018,2018,9,30,A,2.2,28,12.73,5.68,76.48,30.16
1/10/2018,2018,10,1,A,2.2,70,31.82,6.17,86.84,29.5
2/10/2018,2018,10,2,A,2.2,1085,493.18,5.38,147.7,29.44
3/10/2018,2018,10,3,A,2.2,56,25.45,7.27,63,29.36
4/10/2018,2018,10,4,A,2.2,181,82.27,7.37,60.65,29.41
5/10/2018,2018,10,5,A,2.2,70,31.82,6.89,76.67,29.32
6/10/2018,2018,10,6,A,2.2,84,38.18,9.63,76.1,29.02
7/10/2018,2018,10,7,A,2.2,0,0,11.08,88.58,28.42
8/10/2018,2018,10,8,A,2.2,0,0,3.51,284.28,28.61
9/10/2018,2018,10,9,A,2.2,616,280,5.36,218.12,29
10/10/2018,2018,10,10,A,2.2,476,216.36,4.64,167.56,29.38
11/10/2018,2018,10,11,A,2.2,238,108.18,3.01,194.12,29.69
12/10/2018,2018,10,12,A,2.2,434,197.27,2.41,167,29.82
13/10/2018,2018,10,13,A,2.2,238,108.18,2.72,173.77,30.42
14/10/2018,2018,10,14,A,2.2,84,38.18,4.95,111.92,30.4
15/10/2018,2018,10,15,A,2.2,224,101.82,7.67,91.11,29.96
16/10/2018,2018,10,16,A,2.2,196,89.09,7.49,108.7,29.7
17/10/2018,2018,10,17,A,2.2,147,66.82,6.87,102.38,29.46
18/10/2018,2018,10,18,A,2.2,189,85.91,7.52,91.97,28.98
19/10/2018,2018,10,19,A,2.2,210,95.45,8.53,93.79,28.92
20/10/2018,2018,10,20,A,2.2,476,216.36,6.06,98.62,29.17
21/10/2018,2018,10,21,A,2.2,83,37.73,6.15,86,29.13
22/10/2018,2018,10,22,A,2.2,129,58.64,5.47,93.49,28.89
23/10/2018,2018,10,23,A,2.2,91,41.36,3.9,87.56,29.16
24/10/2018,2018,10,24,A,2.2,105,47.73,3.55,146.71,29.55
25/10/2018,2018,10,25,A,2.2,49,22.27,2.4,206.58,29.73
26/10/2018,2018,10,26,A,2.2,63,28.64,2.4,183.97,30
27/10/2018,2018,10,27,A,2.2,0,0,3.55,196.26,29.81
28/10/2018,2018,10,28,A,2.2,0,0,7.91,80.66,29.4
29/10/2018,2018,10,29,A,2.2,0,0,7.67,91.77,27.88
30/10/2018,2018,10,30,A,2.2,0,0,6.63,72.79,26.92
31/10/2018,2018,10,31,A,2.2,0,0,6.71,96.61,27.29
1/11/2018,2018,11,1,A,2.2,182,82.73,5.88,142.57,28.26
2/11/2018,2018,11,2,A,2.2,0,0,3.89,223.55,28.59
3/11/2018,2018,11,3,A,2.2,78,35.45,3.55,133.08,28.11
4/11/2018,2018,11,4,A,2.2,143,65,6.04,129.54,28.08
5/11/2018,2018,11,5,A,2.2,147,66.82,5.34,110.54,28.53
6/11/2018,2018,11,6,A,2.2,133,60.45,5.43,105.29,28.59
7/11/2018,2018,11,7,A,2.2,140,63.64,4.76,99.16,28.51
8/11/2018,2018,11,8,A,2.2,98,44.55,3.9,121.71,28.85
9/11/2018,2018,11,9,A,2.2,70,31.82,3.32,106.84,28.93
10/11/2018,2018,11,10,A,2.2,105,47.73,4.04,149.27,29.21
11/11/2018,2018,11,11,A,2.2,119,54.09,4.68,118.9,29.3
12/11/2018,2018,11,12,A,2.2,161,73.18,5.28,119.49,28.91
13/11/2018,2018,11,13,A,2.2,0,0,4.12,130.13,28.96
14/11/2018,2018,11,14,A,2.2,0,0,2.25,236.87,29.26
15/11/2018,2018,11,15,A,2.2,0,0,2.72,285.62,27.71
16/11/2018,2018,11,16,A,2.2,0,0,2.37,234.52,26.39
17/11/2018,2018,11,17,A,2.2,0,0,2.7,208.26,25.66
18/11/2018,2018,11,18,A,2.2,0,0,2.69,176.45,25.61
19/11/2018,2018,11,19,A,2.2,0,0,2.8,151.93,26.42
20/11/2018,2018,11,20,A,2.2,0,0,2.76,104.17,27.58
21/11/2018,2018,11,21,A,2.2,0,0,2.85,156.13,27.96
22/11/2018,2018,11,22,A,2.2,0,0,3.73,54.2,27.85
23/11/2018,2018,11,23,A,2.2,0,0,2.23,93.43,27.55
24/11/2018,2018,11,24,A,2.2,0,0,1.9,155.5,28.14
25/11/2018,2018,11,25,A,2.2,91,41.36,3.16,145.78,28.22
26/11/2018,2018,11,26,A,2.2,0,0,2.8,156.87,28.08
27/11/2018,2018,11,27,A,2.2,0,0,2.02,194.19,27.84
28/11/2018,2018,11,28,A,2.2,0,0,4.28,136.92,26.54
29/11/2018,2018,11,29,A,2.2,0,0,4.65,76.88,26.36
30/11/2018,2018,11,30,A,2.2,0,0,4.54,139.03,27.32
1/12/2018,2018,12,1,A,2.2,161,73.18,5.76,159.15,27.61
2/12/2018,2018,12,2,A,2.2,161,73.18,5.85,160.35,27.58
3/12/2018,2018,12,3,A,2.2,290,131.82,4.5,156.48,27.85
4/12/2018,2018,12,4,A,2.2,129,58.64,2.11,143.68,27.87
5/12/2018,2018,12,5,A,2.2,112,50.91,3.29,144.56,27.96
6/12/2018,2018,12,6,A,2.2,77,35,5.51,60.9,26.92
7/12/2018,2018,12,7,A,2.2,93,42.27,4.57,76.36,26.92
8/12/2018,2018,12,8,A,2.2,84,38.18,4.16,118.08,27.64
9/12/2018,2018,12,9,A,2.2,147,66.82,2.15,209.29,27.94
10/12/2018,2018,12,10,A,2.2,42,19.09,1.67,282.54,27.41
11/12/2018,2018,12,11,A,2.2,7,3.18,2.09,238.7,25.56
12/12/2018,2018,12,12,A,2.2,0,0,2.6,182.69,24.72
13/12/2018,2018,12,13,A,2.2,84,38.18,4.99,142.3,26.46
14/12/2018,2018,12,14,A,2.2,126,57.27,4.03,203.29,27.23
15/12/2018,2018,12,15,A,2.2,49,22.27,1.62,311.7,26.52
16/12/2018,2018,12,16,A,2.2,14,6.36,1.55,268.08,25.61
17/12/2018,2018,12,17,A,2.2,0,0,1.67,213.59,25.1
18/12/2018,2018,12,18,A,2.2,0,0,2,215.19,25.39
19/12/2018,2018,12,19,A,2.2,0,0,4.62,167.06,26.24
20/12/2018,2018,12,20,A,2.2,0,0,3.5,240.33,26.55
21/12/2018,2018,12,21,A,2.2,0,0,1.59,299.83,25.61
22/12/2018,2018,12,22,A,2.2,0,0,1.01,249.85,24.94
23/12/2018,2018,12,23,A,2.2,0,0,3.41,138.67,24.44
24/12/2018,2018,12,24,A,2.2,0,0,4.59,67.2,24.72
25/12/2018,2018,12,25,A,2.2,0,0,4.32,80.94,26.16
26/12/2018,2018,12,26,A,2.2,0,0,4.56,96.62,26.28
27/12/2018,2018,12,27,A,2.2,98,44.55,4.75,136.83,26.66
28/12/2018,2018,12,28,A,2.2,320,145.45,4.97,144.03,26.9
29/12/2018,2018,12,29,A,2.2,35,15.91,4.27,129.89,26.91
30/12/2018,2018,12,30,A,2.2,511,232.27,4.59,114.18,26.76
31/12/2018,2018,12,31,A,2.2,364,165.45,4.64,127.89,26.96
1/1/2019,2019,1,1,A,2.2,455,206.82,4.7,103.71,27.1
2/1/2019,2019,1,2,A,2.2,273,124.09,4.4,107.83,26.92
3/1/2019,2019,1,3,A,2.2,225,102.27,4.71,130.78,27.02
4/1/2019,2019,1,4,A,2.2,350,159.09,2.43,170.66,27.26
5/1/2019,2019,1,5,A,2.2,84,38.18,1.59,207.34,27.31
6/1/2019,2019,1,6,A,2.2,49,22.27,2.83,143.74,26.82
7/1/2019,2019,1,7,A,2.2,28,12.73,2.8,113.46,25.97
8/1/2019,2019,1,8,A,2.2,49,22.27,1.91,173.16,26.29
